Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
Case 283,Accepted-In Progress,Value 74,2011/04/05 20:44:05.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 283,Accepted-Assigned,Value 46,2011/04/05 20:47:27.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 283,Accepted-In Progress,Value 43,2012/01/31 05:47:07.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 283,Completed-Closed,Value 43,2012/01/31 05:50:05.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 284,Accepted-In Progress,Value 46,2011/04/05 20:43:11.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
Case 284,Queued-Awaiting Assignment,Value 46,2011/04/05 20:49:28.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
Case 284,Accepted-In Progress,Value 74,2011/04/05 23:59:39.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
Case 284,Accepted-Assigned,Value 46,2011/04/06 00:01:29.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
Case 284,Accepted-In Progress,Value 43,2012/01/10 19:01:19.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 284,Completed-Closed,Value 43,2012/01/10 20:21:57.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 285,Accepted-In Progress,Value 168,2011/04/06 00:54:14.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 285,Accepted-In Progress,Value 168,2012/04/24 22:14:09.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 285,Completed-Closed,Value 168,2012/04/24 22:14:22.000,Variant 4,4,Completed,Medium,Closed,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 286,Accepted-In Progress,Value 39,2011/04/06 21:15:49.000,Variant 10,10,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 286,Accepted-Assigned,Value 39,2012/03/28 20:13:09.000,Variant 10,10,Accepted,Major,Assigned,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 286,Completed-Closed,Value 39,2012/04/04 16:28:32.000,Variant 10,10,Completed,Major,Closed,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 287,Accepted-In Progress,Value 170,2011/04/06 23:21:18.000,Variant 16,16,Accepted,High,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,INDIA
Case 287,Accepted-In Progress,Value 170,2011/04/06 23:31:54.000,Variant 16,16,Accepted,High,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,INDIA
Case 287,Accepted-Wait,Value 170,2012/02/08 14:46:59.000,Variant 16,16,Accepted,High,Wait,Org line A2,A2_3,se,M3 2nd,PROD655,INDIA
Case 287,Completed-Closed,Value 170,2012/02/08 14:51:52.000,Variant 16,16,Completed,High,Closed,Org line A2,A2_3,se,M3 2nd,PROD655,INDIA
Case 288,Accepted-In Progress,Value 164,2011/04/07 00:53:40.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 288,Accepted-In Progress,Value 164,2012/04/04 23:55:47.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 288,Completed-Closed,Value 164,2012/04/04 23:57:36.000,Variant 4,4,Completed,High,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 289,Accepted-In Progress,Value 168,2011/04/07 20:21:34.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 289,Accepted-In Progress,Value 168,2012/04/24 22:36:13.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 289,Completed-Closed,Value 168,2012/04/24 22:36:15.000,Variant 4,4,Completed,Medium,Closed,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 290,Accepted-In Progress,Value 168,2011/04/07 22:10:06.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 290,Accepted-In Progress,Value 168,2012/04/24 22:15:41.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 290,Completed-Closed,Value 168,2012/04/24 22:15:43.000,Variant 4,4,Completed,Medium,Closed,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 291,Accepted-In Progress,Value 76,2011/04/08 18:57:43.000,Variant 7,7,Accepted,High,In Progress,Org line C,E_6,se,G48 2nd,PROD98,Sweden
Case 291,Accepted-Wait,Value 76,2011/04/11 17:18:36.000,Variant 7,7,Accepted,High,Wait,Org line C,E_6,se,G48 2nd,PROD98,Sweden
Case 291,Accepted-In Progress,Value 76,2012/02/21 18:22:27.000,Variant 7,7,Accepted,High,In Progress,Org line C,E_6,se,G48 2nd,PROD98,Sweden
Case 291,Completed-Closed,Value 76,2012/02/21 18:31:26.000,Variant 7,7,Completed,High,Closed,Org line C,E_6,se,G48 2nd,PROD98,Sweden
Case 292,Accepted-In Progress,Value 168,2011/04/08 20:23:18.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 292,Accepted-In Progress,Value 168,2012/04/24 22:16:44.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 292,Completed-Closed,Value 168,2012/04/24 22:16:46.000,Variant 4,4,Completed,Medium,Closed,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 293,Accepted-In Progress,Value 119,2011/04/09 00:37:57.000,Variant 6,6,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD234,Sweden
Case 293,Accepted-Assigned,Value 119,2012/03/28 20:12:38.000,Variant 6,6,Accepted,Major,Assigned,Org line A2,A2_3,se,M3 2nd,PROD234,Sweden
Case 293,Accepted-In Progress,Value 39,2012/04/11 23:37:55.000,Variant 6,6,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD234,Sweden
Case 293,Completed-Closed,Value 39,2012/04/11 23:37:59.000,Variant 6,6,Completed,Major,Closed,Org line A2,A2_3,se,M3 2nd,PROD234,Sweden
Case 294,Accepted-In Progress,Value 133,2011/04/11 22:56:28.000,Variant 14,14,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 294,Accepted-Assigned,Value 133,2011/12/13 18:21:26.000,Variant 14,14,Accepted,Low,Assigned,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 294,Accepted-Wait,Value 133,2012/02/09 06:09:00.000,Variant 14,14,Accepted,Low,Wait,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 294,Completed-Closed,Value 133,2012/03/26 16:27:45.000,Variant 14,14,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 295,Accepted-In Progress,Value 171,2011/04/12 04:53:58.000,Variant 5,5,Accepted,Medium,In Progress,Org line C,C_3,gb,G94 3rd,PROD793,United Kingdom
Case 295,Queued-Awaiting Assignment,Value 171,2011/04/15 00:44:52.000,Variant 5,5,Queued,Medium,Awaiting Assignment,Org line C,C_3,gb,G94 3rd,PROD793,United Kingdom
Case 295,Accepted-In Progress,Value 171,2012/02/15 19:58:47.000,Variant 5,5,Accepted,Medium,In Progress,Org line C,C_3,gb,G94 3rd,PROD793,United Kingdom
Case 295,Completed-Closed,Value 171,2012/02/15 20:01:31.000,Variant 5,5,Completed,Medium,Closed,Org line C,C_3,gb,G94 3rd,PROD793,United Kingdom
Case 296,Accepted-In Progress,Value 50,2011/04/12 19:53:10.000,Variant 156,156,Accepted,Low,In Progress,Org line A2,A2_1,pl,W9 2nd,PROD756,POLAND
Case 296,Accepted-Wait,Value 50,2011/04/12 19:59:32.000,Variant 156,156,Accepted,Low,Wait,Org line A2,A2_1,pl,W9 2nd,PROD756,POLAND
Case 296,Accepted-Assigned,Value 50,2011/07/04 18:41:45.000,Variant 156,156,Accepted,Low,Assigned,Org line A2,A2_1,pl,W9 2nd,PROD756,POLAND
Case 296,Accepted-In Progress,Value 172,2011/07/28 22:43:00.000,Variant 156,156,Accepted,Low,In Progress,Org line A2,A2_1,pl,W9 2nd,PROD756,POLAND
Case 296,Accepted-In Progress,Value 172,2011/08/29 23:16:58.000,Variant 156,156,Accepted,Low,In Progress,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
Case 296,Accepted-Assigned,Value 173,2011/10/20 17:17:17.000,Variant 156,156,Accepted,Low,Assigned,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
Case 296,Accepted-In Progress,Value 173,2011/11/16 20:11:15.000,Variant 156,156,Accepted,Low,In Progress,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
Case 296,Accepted-Wait,Value 173,2011/11/16 20:11:32.000,Variant 156,156,Accepted,Low,Wait,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
Case 296,Accepted-In Progress,Value 173,2011/11/29 22:19:41.000,Variant 156,156,Accepted,Low,In Progress,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
Case 296,Accepted-Wait,Value 173,2011/12/13 22:43:10.000,Variant 156,156,Accepted,Low,Wait,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
Case 296,Completed-Closed,Value 173,2012/02/23 17:03:18.000,Variant 156,156,Completed,Low,Closed,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
Case 297,Accepted-In Progress,Value 58,2011/04/12 21:24:13.000,Variant 11,11,Accepted,Medium,In Progress,Org line G4,,be,G51 2nd,PROD816,Sweden
Case 297,Queued-Awaiting Assignment,Value 58,2011/04/12 21:24:29.000,Variant 11,11,Queued,Medium,Awaiting Assignment,Org line G4,,be,G51 2nd,PROD816,Sweden
Case 297,Accepted-In Progress,Value 116,2012/01/23 23:42:08.000,Variant 11,11,Accepted,Medium,In Progress,Org line G4,,be,G51 2nd,PROD816,Sweden
Case 297,Queued-Awaiting Assignment,Value 77,2012/01/24 00:04:38.000,Variant 11,11,Queued,Medium,Awaiting Assignment,Org line C,E_1,be,G55 2nd,PROD816,Belgium
Case 297,Accepted-In Progress,Value 77,2012/01/28 00:01:45.000,Variant 11,11,Accepted,Medium,In Progress,Org line C,E_1,be,G55 2nd,PROD816,Belgium
Case 297,Completed-Closed,Value 77,2012/01/28 00:01:47.000,Variant 11,11,Completed,Medium,Closed,Org line C,E_1,be,G55 2nd,PROD816,Belgium
Case 298,Accepted-In Progress,Value 174,2011/04/13 08:08:38.000,Variant 157,157,Accepted,Major,In Progress,Org line C,C_5,in,G120 3rd,PROD604,Sweden
Case 298,Queued-Awaiting Assignment,Value 174,2011/04/13 08:10:31.000,Variant 157,157,Queued,Major,Awaiting Assignment,Org line C,C_5,in,G120 3rd,PROD604,Sweden
Case 298,Queued-Awaiting Assignment,Value 156,2011/04/16 01:44:49.000,Variant 157,157,Queued,Major,Awaiting Assignment,Org line C,E_8,in,G181 2nd,PROD604,INDIA
Case 298,Queued-Awaiting Assignment,Value 13,2011/07/06 23:43:11.000,Variant 157,157,Queued,Major,Awaiting Assignment,Org line C,,in,G163 3rd,PROD604,Sweden
Case 298,Accepted-In Progress,Value 175,2011/07/06 23:43:12.000,Variant 157,157,Accepted,Major,In Progress,Org line C,E_8,in,G181 2nd,PROD604,INDIA
Case 298,Accepted-In Progress,Value 156,2011/07/06 23:55:39.000,Variant 157,157,Accepted,Major,In Progress,Org line C,E_8,in,G181 2nd,PROD604,INDIA
Case 298,Accepted-In Progress,Value 175,2011/07/06 23:55:50.000,Variant 157,157,Accepted,Major,In Progress,Org line C,E_8,in,G181 2nd,PROD604,INDIA
Case 298,Queued-Awaiting Assignment,Value 176,2011/07/07 00:01:51.000,Variant 157,157,Queued,Major,Awaiting Assignment,Org line C,E_7,in,G157 2nd,PROD604,INDIA
Case 298,Accepted-In Progress,Value 176,2011/08/11 17:40:13.000,Variant 157,157,Accepted,Major,In Progress,Org line C,E_7,in,G157 2nd,PROD604,INDIA
Case 298,Accepted-Assigned,Value 177,2011/08/11 18:15:33.000,Variant 157,157,Accepted,Major,Assigned,Org line C,E_7,in,G157 2nd,PROD604,Sweden
Case 298,Accepted-In Progress,Value 176,2012/01/11 16:12:14.000,Variant 157,157,Accepted,Major,In Progress,Org line C,E_7,in,G157 2nd,PROD604,INDIA
Case 298,Accepted-Assigned,Value 177,2012/03/14 14:21:35.000,Variant 157,157,Accepted,Major,Assigned,Org line C,E_7,in,G157 2nd,PROD604,Sweden
Case 298,Accepted-In Progress,Value 176,2012/03/16 23:45:10.000,Variant 157,157,Accepted,Major,In Progress,Org line C,E_7,in,G157 2nd,PROD604,INDIA
Case 298,Completed-Closed,Value 176,2012/03/16 23:47:56.000,Variant 157,157,Completed,Major,Closed,Org line C,E_7,in,G157 2nd,PROD604,INDIA
Case 299,Accepted-In Progress,Value 60,2011/04/14 20:59:47.000,Variant 4,4,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 299,Accepted-In Progress,Value 60,2012/02/21 23:31:53.000,Variant 4,4,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 299,Completed-Closed,Value 60,2012/02/21 23:31:54.000,Variant 4,4,Completed,Medium,Closed,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 300,Accepted-In Progress,Value 46,2011/04/14 22:36:04.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
Case 300,Queued-Awaiting Assignment,Value 46,2011/04/14 22:38:58.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
Case 300,Accepted-In Progress,Value 78,2011/04/15 00:10:44.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
Case 300,Accepted-Assigned,Value 46,2011/04/15 00:10:49.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
Case 300,Accepted-In Progress,Value 43,2012/01/30 21:06:42.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 300,Completed-Closed,Value 43,2012/01/30 21:07:11.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 301,Accepted-In Progress,Value 46,2011/04/14 23:22:45.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
Case 301,Queued-Awaiting Assignment,Value 46,2011/04/14 23:25:33.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
Case 301,Accepted-In Progress,Value 78,2011/04/15 00:12:55.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
Case 301,Accepted-Assigned,Value 46,2011/04/15 00:13:02.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
Case 301,Accepted-In Progress,Value 43,2012/01/31 05:50:24.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 301,Completed-Closed,Value 43,2012/01/31 05:52:53.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 302,Accepted-In Progress,Value 46,2011/04/15 21:31:45.000,Variant 56,56,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 302,Queued-Awaiting Assignment,Value 46,2011/04/15 21:41:10.000,Variant 56,56,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 302,Accepted-In Progress,Value 78,2011/04/15 22:22:16.000,Variant 56,56,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 302,Accepted-Assigned,Value 46,2011/04/15 22:22:22.000,Variant 56,56,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 302,Queued-Awaiting Assignment,Value 72,2011/04/22 19:40:38.000,Variant 56,56,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
Case 302,Accepted-Assigned,Value 56,2011/04/22 19:42:25.000,Variant 56,56,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
Case 302,Accepted-Assigned,Value 73,2011/04/25 21:43:59.000,Variant 56,56,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD97,INDIA
Case 302,Accepted-Wait,Value 73,2011/04/27 22:29:01.000,Variant 56,56,Accepted,Medium,Wait,Org line A2,A2_2,us,G21 2nd,PROD97,INDIA
Case 302,Queued-Awaiting Assignment,Value 46,2011/04/29 16:42:18.000,Variant 56,56,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 302,Accepted-In Progress,Value 78,2011/04/29 20:44:42.000,Variant 56,56,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 302,Accepted-Assigned,Value 46,2011/04/29 20:44:49.000,Variant 56,56,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 302,Accepted-In Progress,Value 43,2012/02/07 05:54:11.000,Variant 56,56,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 302,Completed-Closed,Value 43,2012/02/07 06:07:41.000,Variant 56,56,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 303,Accepted-In Progress,Value 46,2011/04/15 22:00:31.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 303,Queued-Awaiting Assignment,Value 46,2011/04/15 22:04:07.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 303,Accepted-In Progress,Value 78,2011/04/15 22:17:08.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 303,Accepted-Assigned,Value 46,2011/04/15 22:17:14.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 303,Accepted-In Progress,Value 43,2012/02/03 06:21:43.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 303,Completed-Closed,Value 43,2012/02/03 06:24:48.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 304,Accepted-In Progress,Value 46,2011/04/18 18:16:21.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
Case 304,Queued-Awaiting Assignment,Value 46,2011/04/18 19:54:06.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
Case 304,Accepted-In Progress,Value 78,2011/04/18 20:19:38.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
Case 304,Accepted-Assigned,Value 46,2011/04/18 20:19:46.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
Case 304,Accepted-In Progress,Value 43,2012/01/30 20:58:22.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 304,Completed-Closed,Value 43,2012/01/30 20:58:41.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 305,Accepted-In Progress,Value 46,2011/04/19 16:09:38.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
Case 305,Queued-Awaiting Assignment,Value 46,2011/04/19 16:14:20.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
Case 305,Accepted-In Progress,Value 78,2011/04/19 18:45:54.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
Case 305,Accepted-Assigned,Value 46,2011/04/19 18:46:02.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
Case 305,Accepted-In Progress,Value 43,2012/01/13 20:27:01.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 305,Completed-Closed,Value 43,2012/01/13 20:27:18.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 306,Accepted-In Progress,Value 178,2011/04/20 19:22:30.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_4,us,G88 2nd,PROD348,France
Case 306,Completed-Closed,Value 178,2012/04/18 22:18:29.000,Variant 1,1,Completed,Low,Closed,Org line C,E_4,us,G88 2nd,PROD348,France
Case 307,Accepted-In Progress,Value 123,2011/04/20 21:59:00.000,Variant 47,47,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 307,Accepted-In Progress,Value 123,2011/10/04 00:52:11.000,Variant 47,47,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 307,Accepted-In Progress,Value 106,2012/02/09 17:51:19.000,Variant 47,47,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 307,Accepted-Wait,Value 106,2012/02/14 17:42:28.000,Variant 47,47,Accepted,Medium,Wait,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 307,Completed-Closed,Value 106,2012/04/20 18:41:33.000,Variant 47,47,Completed,Medium,Closed,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 308,Accepted-In Progress,Value 179,2011/04/20 21:17:23.000,Variant 158,158,Accepted,Low,In Progress,Org line A2,A2_2,se,G40,PROD215,Sweden
Case 308,Accepted-In Progress,Value 179,2011/04/20 21:37:02.000,Variant 158,158,Accepted,Low,In Progress,Org line A2,A2_2,se,G40,PROD215,Sweden
Case 308,Queued-Awaiting Assignment,Value 57,2011/04/20 21:38:15.000,Variant 158,158,Queued,Low,Awaiting Assignment,Org line A2,A2_2,se,G39 3rd,PROD215,Sweden
Case 308,Accepted-In Progress,Value 57,2011/04/29 15:36:38.000,Variant 158,158,Accepted,Low,In Progress,Org line A2,A2_2,se,G39 3rd,PROD215,Sweden
Case 308,Accepted-In Progress,Value 179,2011/05/04 15:00:48.000,Variant 158,158,Accepted,Low,In Progress,Org line A2,A2_2,se,G40,PROD215,Sweden
Case 308,Queued-Awaiting Assignment,Value 57,2011/05/04 15:02:37.000,Variant 158,158,Queued,Low,Awaiting Assignment,Org line A2,A2_2,se,G39 3rd,PROD215,Sweden
Case 308,Accepted-In Progress,Value 57,2011/05/04 18:08:13.000,Variant 158,158,Accepted,Low,In Progress,Org line A2,A2_2,se,G39 3rd,PROD215,Sweden
Case 308,Accepted-Wait,Value 57,2012/01/04 22:48:10.000,Variant 158,158,Accepted,Low,Wait,Org line A2,A2_2,se,G39 3rd,PROD215,Sweden
Case 308,Completed-Closed,Value 57,2012/04/13 17:18:02.000,Variant 158,158,Completed,Low,Closed,Org line A2,A2_2,se,G39 3rd,PROD215,Sweden
Case 309,Accepted-In Progress,Value 46,2011/04/20 22:18:07.000,Variant 56,56,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 309,Queued-Awaiting Assignment,Value 46,2011/04/20 22:21:54.000,Variant 56,56,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 309,Accepted-In Progress,Value 78,2011/04/21 19:19:11.000,Variant 56,56,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 309,Accepted-Assigned,Value 46,2011/04/21 19:19:25.000,Variant 56,56,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 309,Queued-Awaiting Assignment,Value 72,2011/04/22 19:39:46.000,Variant 56,56,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
Case 309,Accepted-Assigned,Value 56,2011/04/22 19:42:02.000,Variant 56,56,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
Case 309,Accepted-Assigned,Value 73,2011/04/25 21:44:07.000,Variant 56,56,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD97,INDIA
Case 309,Accepted-Wait,Value 73,2011/04/27 22:28:55.000,Variant 56,56,Accepted,Medium,Wait,Org line A2,A2_2,us,G21 2nd,PROD97,INDIA
